symbol,timestamp,open,high,low,close,volume,signal
EURUSD,2025-01-01 01:25:00,1.10031,1.10071,1.10007,1.10027,140,sell
EURUSD,2025-01-01 01:26:00,1.09976,1.09992,1.09951,1.09983,164,sell
EURUSD,2025-01-01 01:27:00,1.09906,1.09942,1.09897,1.09898,148,sell
EURUSD,2025-01-01 01:28:00,1.09914,1.09932,1.09912,1.09923,153,sell
EURUSD,2025-01-01 01:29:00,1.09925,1.09966,1.09883,1.09917,141,sell
EURUSD,2025-01-01 01:30:00,1.0996,1.09977,1.09952,1.09953,153,sell
EURUSD,2025-01-01 01:31:00,1.09982,1.10003,1.09958,1.09971,159,sell
EURUSD,2025-01-01 01:32:00,1.09996,1.10008,1.09964,1.10003,149,sell
EURUSD,2025-01-01 01:33:00,1.09966,1.09969,1.09956,1.09965,143,sell
EURUSD,2025-01-01 01:34:00,1.09976,1.10015,1.09957,1.09965,148,sell
EURUSD,2025-01-01 01:35:00,1.09989,1.09993,1.09957,1.09984,135,sell
EURUSD,2025-01-01 01:36:00,1.09957,1.09982,1.09918,1.09924,155,sell
EURUSD,2025-01-01 01:37:00,1.10039,1.10058,1.1003,1.10048,133,sell
EURUSD,2025-01-01 01:38:00,1.1006,1.10087,1.10041,1.10058,134,buy
EURUSD,2025-01-01 01:39:00,1.10017,1.10022,1.09929,1.09991,145,buy
EURUSD,2025-01-01 01:40:00,1.10052,1.10091,1.10028,1.10036,147,buy
EURUSD,2025-01-01 01:41:00,1.10094,1.10122,1.10085,1.1009,160,buy
EURUSD,2025-01-01 01:42:00,1.10113,1.10158,1.10078,1.10098,151,buy
EURUSD,2025-01-01 01:43:00,1.10102,1.10121,1.10085,1.1011,147,buy
EURUSD,2025-01-01 01:44:00,1.10069,1.10076,1.1006,1.10073,149,buy
EURUSD,2025-01-01 01:45:00,1.10065,1.10091,1.10054,1.10069,169,buy
EURUSD,2025-01-01 01:46:00,1.1008,1.10086,1.10046,1.10052,145,buy
EURUSD,2025-01-01 01:47:00,1.10081,1.10084,1.10024,1.10075,146,buy
EURUSD,2025-01-01 01:48:00,1.10145,1.10162,1.10119,1.10137,144,buy
EURUSD,2025-01-01 01:49:00,1.10172,1.10197,1.10128,1.10162,144,buy
EURUSD,2025-01-01 01:50:00,1.10135,1.10136,1.1012,1.1013,179,buy
EURUSD,2025-01-01 01:51:00,1.10087,1.10122,1.10055,1.10075,169,buy
EURUSD,2025-01-01 01:52:00,1.10109,1.10118,1.10101,1.10111,138,buy
EURUSD,2025-01-01 01:53:00,1.10099,1.10122,1.10057,1.10107,156,buy
EURUSD,2025-01-01 01:54:00,1.1013,1.10173,1.10123,1.10138,139,buy
EURUSD,2025-01-01 01:55:00,1.10151,1.10181,1.10139,1.1015,144,buy
EURUSD,2025-01-01 01:56:00,1.10148,1.10198,1.10119,1.1017,150,buy
EURUSD,2025-01-01 01:57:00,1.10111,1.10127,1.10098,1.10123,168,buy
EURUSD,2025-01-01 01:58:00,1.10044,1.10075,1.10021,1.10043,159,buy
EURUSD,2025-01-01 01:59:00,1.10053,1.10084,1.10048,1.10048,154,buy
EURUSD,2025-01-01 02:00:00,1.09998,1.10023,1.09971,1.10013,156,sell
EURUSD,2025-01-01 02:01:00,1.0996,1.09984,1.09928,1.09971,148,sell
EURUSD,2025-01-01 02:02:00,1.09966,1.10001,1.09949,1.09951,165,sell
EURUSD,2025-01-01 02:03:00,1.09969,1.10009,1.09947,1.09981,150,sell
EURUSD,2025-01-01 02:04:00,1.09919,1.09933,1.09871,1.09917,153,sell
EURUSD,2025-01-01 02:05:00,1.09966,1.09981,1.09952,1.09957,173,sell
EURUSD,2025-01-01 02:06:00,1.10013,1.10046,1.09971,1.09991,155,sell
EURUSD,2025-01-01 02:07:00,1.10035,1.10037,1.10004,1.10032,145,sell
EURUSD,2025-01-01 02:08:00,1.10058,1.10068,1.10044,1.10058,167,sell
EURUSD,2025-01-01 02:09:00,1.1008,1.10107,1.10068,1.10098,160,sell
EURUSD,2025-01-01 02:10:00,1.1025,1.10276,1.10231,1.10261,150,buy
EURUSD,2025-01-01 02:11:00,1.10292,1.10308,1.1025,1.10286,144,buy
EURUSD,2025-01-01 02:12:00,1.10321,1.10383,1.10308,1.10325,158,buy
EURUSD,2025-01-01 02:13:00,1.10287,1.10327,1.10269,1.10296,157,buy
EURUSD,2025-01-01 02:14:00,1.10276,1.10299,1.1024,1.10277,149,buy
EURUSD,2025-01-01 02:15:00,1.10378,1.10383,1.10355,1.10372,143,buy
EURUSD,2025-01-01 02:16:00,1.10296,1.10299,1.10279,1.1029,157,buy
EURUSD,2025-01-01 02:17:00,1.10275,1.10303,1.10227,1.10279,163,buy
EURUSD,2025-01-01 02:18:00,1.10323,1.10329,1.10307,1.10328,137,buy
EURUSD,2025-01-01 02:19:00,1.10292,1.10298,1.10271,1.10288,156,buy
EURUSD,2025-01-01 02:20:00,1.10322,1.10347,1.10265,1.10293,138,buy
EURUSD,2025-01-01 02:21:00,1.10324,1.1037,1.10298,1.10309,140,buy
EURUSD,2025-01-01 02:22:00,1.10295,1.10323,1.10278,1.10302,161,buy
EURUSD,2025-01-01 02:23:00,1.10206,1.10215,1.10175,1.10182,172,buy
EURUSD,2025-01-01 02:24:00,1.10214,1.10251,1.10188,1.10227,142,buy
EURUSD,2025-01-01 02:25:00,1.10179,1.10201,1.1017,1.1019,152,buy
EURUSD,2025-01-01 02:26:00,1.10174,1.10191,1.10141,1.10174,155,sell
EURUSD,2025-01-01 02:27:00,1.10196,1.10229,1.10191,1.10203,155,sell
EURUSD,2025-01-01 02:28:00,1.10234,1.10242,1.10186,1.1024,137,sell
EURUSD,2025-01-01 02:29:00,1.10213,1.10214,1.10196,1.10212,151,sell
EURUSD,2025-01-01 02:30:00,1.10184,1.1022,1.10164,1.10169,139,sell
EURUSD,2025-01-01 02:31:00,1.10129,1.10156,1.10087,1.1014,147,sell
EURUSD,2025-01-01 02:32:00,1.10169,1.102,1.10159,1.10185,154,sell
EURUSD,2025-01-01 02:33:00,1.10263,1.10277,1.10229,1.1025,170,sell
EURUSD,2025-01-01 02:34:00,1.10308,1.10335,1.1027,1.10293,139,sell
EURUSD,2025-01-01 02:35:00,1.10364,1.10404,1.10348,1.10363,154,buy
EURUSD,2025-01-01 02:36:00,1.10333,1.10339,1.10312,1.10326,149,buy
EURUSD,2025-01-01 02:37:00,1.10353,1.10403,1.10329,1.10354,159,buy
EURUSD,2025-01-01 02:38:00,1.10387,1.10415,1.10362,1.104,158,buy
EURUSD,2025-01-01 02:39:00,1.10244,1.10297,1.10217,1.10219,143,buy
EURUSD,2025-01-01 02:40:00,1.10199,1.10229,1.10173,1.10216,158,buy
EURUSD,2025-01-01 02:41:00,1.10271,1.1031,1.10263,1.10266,152,buy
EURUSD,2025-01-01 02:42:00,1.10207,1.10226,1.10163,1.10213,149,buy
EURUSD,2025-01-01 02:43:00,1.10271,1.10292,1.10255,1.10278,163,sell
EURUSD,2025-01-01 02:44:00,1.10208,1.10233,1.10207,1.10216,162,sell
EURUSD,2025-01-01 02:45:00,1.10164,1.1018,1.1011,1.10165,146,sell
EURUSD,2025-01-01 02:46:00,1.10185,1.10207,1.10173,1.10188,150,sell
EURUSD,2025-01-01 02:47:00,1.10188,1.10191,1.10177,1.10191,150,sell
EURUSD,2025-01-01 02:48:00,1.10171,1.10194,1.10153,1.10164,157,sell
EURUSD,2025-01-01 02:49:00,1.10241,1.10262,1.1019,1.10221,161,sell
EURUSD,2025-01-01 02:50:00,1.10186,1.10211,1.10171,1.10173,154,sell
EURUSD,2025-01-01 02:51:00,1.10179,1.10193,1.10155,1.10178,160,sell
EURUSD,2025-01-01 02:52:00,1.10205,1.10228,1.10192,1.10197,182,sell
EURUSD,2025-01-01 02:53:00,1.10218,1.10229,1.10203,1.10209,176,sell
EURUSD,2025-01-01 02:54:00,1.1019,1.10214,1.1018,1.1021,151,sell
EURUSD,2025-01-01 02:55:00,1.10164,1.10178,1.10142,1.10174,151,sell
EURUSD,2025-01-01 02:56:00,1.10202,1.10224,1.10175,1.10199,185,sell
EURUSD,2025-01-01 02:57:00,1.10241,1.10287,1.10232,1.10249,165,sell
EURUSD,2025-01-01 02:58:00,1.10255,1.10282,1.10239,1.1025,150,buy
EURUSD,2025-01-01 02:59:00,1.10218,1.10235,1.10207,1.1022,177,buy
EURUSD,2025-01-01 03:00:00,1.10194,1.10205,1.1017,1.10199,162,buy
EURUSD,2025-01-01 03:01:00,1.10193,1.10209,1.10176,1.10188,158,buy
EURUSD,2025-01-01 03:02:00,1.10198,1.10204,1.10174,1.1019,130,buy
EURUSD,2025-01-01 03:03:00,1.10222,1.10247,1.10213,1.10236,132,buy
EURUSD,2025-01-01 03:04:00,1.10213,1.10248,1.10186,1.1022,135,buy
EURUSD,2025-01-01 03:05:00,1.1025,1.10263,1.10214,1.10225,145,buy
EURUSD,2025-01-01 03:06:00,1.10285,1.10323,1.10278,1.10278,158,buy
EURUSD,2025-01-01 03:07:00,1.10343,1.10368,1.10328,1.10334,150,buy
EURUSD,2025-01-01 03:08:00,1.10344,1.10354,1.10319,1.10337,146,buy
EURUSD,2025-01-01 03:09:00,1.10358,1.10375,1.10355,1.10368,144,buy
EURUSD,2025-01-01 03:10:00,1.10353,1.10364,1.10284,1.10353,159,buy
EURUSD,2025-01-01 03:11:00,1.10316,1.10335,1.10292,1.10301,164,buy
EURUSD,2025-01-01 03:12:00,1.10409,1.10429,1.10366,1.10404,157,buy
EURUSD,2025-01-01 03:13:00,1.1046,1.1047,1.10455,1.10466,146,buy
EURUSD,2025-01-01 03:14:00,1.10495,1.10516,1.1049,1.10492,149,buy
EURUSD,2025-01-01 03:15:00,1.10494,1.10508,1.10474,1.10487,162,buy
EURUSD,2025-01-01 03:16:00,1.10455,1.10464,1.10453,1.10458,158,buy
EURUSD,2025-01-01 03:17:00,1.10498,1.10577,1.10484,1.10516,171,buy
EURUSD,2025-01-01 03:18:00,1.10491,1.10505,1.10484,1.10496,162,buy
EURUSD,2025-01-01 03:19:00,1.10509,1.1054,1.10467,1.10524,142,buy
EURUSD,2025-01-01 03:20:00,1.10485,1.10495,1.10453,1.10478,131,buy
EURUSD,2025-01-01 03:21:00,1.10495,1.10496,1.1046,1.10495,150,buy
EURUSD,2025-01-01 03:22:00,1.10473,1.10507,1.10467,1.10473,165,buy
EURUSD,2025-01-01 03:23:00,1.10452,1.10457,1.10436,1.10453,172,hold
EURUSD,2025-01-01 03:24:00,1.10462,1.10474,1.10456,1.10467,167,buy
EURUSD,2025-01-01 03:25:00,1.10398,1.10418,1.10384,1.10388,142,buy
EURUSD,2025-01-01 03:26:00,1.10336,1.10344,1.10331,1.10343,146,sell
EURUSD,2025-01-01 03:27:00,1.10305,1.10342,1.10262,1.10287,144,sell
EURUSD,2025-01-01 03:28:00,1.10295,1.10297,1.10263,1.1028,169,sell
EURUSD,2025-01-01 03:29:00,1.10333,1.10367,1.10332,1.10357,145,sell
EURUSD,2025-01-01 03:30:00,1.10326,1.10333,1.1031,1.1032,160,sell
EURUSD,2025-01-01 03:31:00,1.10325,1.10351,1.10282,1.10333,152,sell
EURUSD,2025-01-01 03:32:00,1.10312,1.10357,1.10295,1.10331,134,sell
EURUSD,2025-01-01 03:33:00,1.10327,1.10328,1.10295,1.10301,139,sell
EURUSD,2025-01-01 03:34:00,1.1029,1.10327,1.10262,1.10303,142,sell
EURUSD,2025-01-01 03:35:00,1.10285,1.10294,1.10277,1.10292,156,sell
EURUSD,2025-01-01 03:36:00,1.10303,1.10337,1.10282,1.10321,140,sell
EURUSD,2025-01-01 03:37:00,1.10313,1.10322,1.10296,1.103,144,sell
EURUSD,2025-01-01 03:38:00,1.10313,1.10335,1.10281,1.10329,161,sell
EURUSD,2025-01-01 03:39:00,1.10315,1.10338,1.10256,1.10306,144,sell
EURUSD,2025-01-01 03:40:00,1.10337,1.10348,1.10316,1.10348,164,sell
EURUSD,2025-01-01 03:41:00,1.10432,1.10446,1.10428,1.10431,161,hold
EURUSD,2025-01-01 03:42:00,1.10398,1.10438,1.10395,1.10406,152,buy
EURUSD,2025-01-01 03:43:00,1.10494,1.10527,1.10463,1.10495,159,buy
EURUSD,2025-01-01 03:44:00,1.10459,1.10473,1.10386,1.10438,161,buy
EURUSD,2025-01-01 03:45:00,1.10365,1.10385,1.10298,1.1033,163,buy
EURUSD,2025-01-01 03:46:00,1.10342,1.10383,1.10339,1.10344,138,buy
EURUSD,2025-01-01 03:47:00,1.10357,1.10367,1.10319,1.10354,159,buy
EURUSD,2025-01-01 03:48:00,1.10439,1.10449,1.10406,1.10444,155,buy
EURUSD,2025-01-01 03:49:00,1.104,1.10406,1.10381,1.10397,148,buy
EURUSD,2025-01-01 03:50:00,1.10422,1.10456,1.1042,1.10444,161,buy
EURUSD,2025-01-01 03:51:00,1.10363,1.10369,1.10354,1.10366,186,buy
EURUSD,2025-01-01 03:52:00,1.10444,1.10461,1.10423,1.10439,153,buy
EURUSD,2025-01-01 03:53:00,1.10496,1.10507,1.10493,1.105,163,buy
EURUSD,2025-01-01 03:54:00,1.10475,1.10495,1.10458,1.10471,147,buy
EURUSD,2025-01-01 03:55:00,1.104,1.10401,1.10353,1.10401,141,buy
EURUSD,2025-01-01 03:56:00,1.1046,1.10463,1.10444,1.10446,163,buy
EURUSD,2025-01-01 03:57:00,1.10454,1.10491,1.1043,1.10454,181,buy
EURUSD,2025-01-01 03:58:00,1.10509,1.10522,1.10476,1.10504,127,buy
EURUSD,2025-01-01 03:59:00,1.10509,1.10513,1.10496,1.10497,130,buy
EURUSD,2025-01-01 04:00:00,1.10511,1.10561,1.10492,1.10533,134,buy
EURUSD,2025-01-01 04:01:00,1.10492,1.10531,1.1046,1.1048,142,buy
EURUSD,2025-01-01 04:02:00,1.10519,1.1053,1.10519,1.10519,168,buy
EURUSD,2025-01-01 04:03:00,1.10524,1.1053,1.10507,1.10516,154,buy
EURUSD,2025-01-01 04:04:00,1.10547,1.10561,1.10515,1.1055,163,buy
EURUSD,2025-01-01 04:05:00,1.10479,1.1052,1.10419,1.10465,155,buy
EURUSD,2025-01-01 04:06:00,1.10536,1.10566,1.10519,1.10545,151,buy
EURUSD,2025-01-01 04:07:00,1.10604,1.10629,1.10586,1.10627,167,buy
EURUSD,2025-01-01 04:08:00,1.10609,1.10613,1.10581,1.106,169,buy
EURUSD,2025-01-01 04:09:00,1.10701,1.10728,1.10699,1.10714,146,buy
EURUSD,2025-01-01 04:10:00,1.10778,1.10783,1.10772,1.10774,152,buy
EURUSD,2025-01-01 04:11:00,1.10807,1.1084,1.1079,1.10824,166,buy
EURUSD,2025-01-01 04:12:00,1.10868,1.10899,1.10837,1.10892,124,buy
EURUSD,2025-01-01 04:13:00,1.10915,1.1097,1.1088,1.10912,148,buy
EURUSD,2025-01-01 04:14:00,1.10837,1.10844,1.10796,1.1082,161,buy
EURUSD,2025-01-01 04:15:00,1.10825,1.10838,1.1081,1.10835,147,buy
EURUSD,2025-01-01 04:16:00,1.10856,1.10878,1.10845,1.10859,153,buy
EURUSD,2025-01-01 04:17:00,1.10929,1.10947,1.10911,1.10934,135,buy
EURUSD,2025-01-01 04:18:00,1.10867,1.10896,1.10855,1.10864,137,buy
EURUSD,2025-01-01 04:19:00,1.10792,1.10827,1.10754,1.10782,161,buy
EURUSD,2025-01-01 04:20:00,1.10789,1.10811,1.1075,1.10802,148,buy
EURUSD,2025-01-01 04:21:00,1.10698,1.10708,1.10687,1.10701,144,buy
EURUSD,2025-01-01 04:22:00,1.10694,1.10697,1.10667,1.10678,130,buy
EURUSD,2025-01-01 04:23:00,1.1071,1.10761,1.10689,1.10718,170,sell
EURUSD,2025-01-01 04:24:00,1.10668,1.10704,1.10661,1.10674,129,sell
EURUSD,2025-01-01 04:25:00,1.10666,1.10675,1.10579,1.10662,147,sell
EURUSD,2025-01-01 04:26:00,1.10708,1.10751,1.10697,1.10726,144,sell
EURUSD,2025-01-01 04:27:00,1.10684,1.1072,1.10645,1.10678,158,sell
EURUSD,2025-01-01 04:28:00,1.10649,1.10666,1.10606,1.10647,131,sell
EURUSD,2025-01-01 04:29:00,1.10645,1.10708,1.10601,1.10653,149,sell
EURUSD,2025-01-01 04:30:00,1.10599,1.10625,1.10553,1.106,151,sell
EURUSD,2025-01-01 04:31:00,1.10686,1.10692,1.10664,1.1067,156,hold
EURUSD,2025-01-01 04:32:00,1.10687,1.10714,1.10671,1.10689,153,sell
EURUSD,2025-01-01 04:33:00,1.10656,1.10669,1.10618,1.10652,149,sell
EURUSD,2025-01-01 04:34:00,1.10666,1.1073,1.10665,1.10675,150,sell
EURUSD,2025-01-01 04:35:00,1.10661,1.10665,1.10636,1.10662,149,sell
EURUSD,2025-01-01 04:36:00,1.10651,1.10673,1.10629,1.10652,148,sell
EURUSD,2025-01-01 04:37:00,1.10628,1.10649,1.10584,1.10616,161,sell
EURUSD,2025-01-01 04:38:00,1.10602,1.10639,1.10595,1.106,140,sell
EURUSD,2025-01-01 04:39:00,1.10535,1.10566,1.10505,1.10546,155,sell
EURUSD,2025-01-01 04:40:00,1.10595,1.10608,1.10556,1.10587,150,sell
EURUSD,2025-01-01 04:41:00,1.10621,1.10631,1.10619,1.10621,162,sell
EURUSD,2025-01-01 04:42:00,1.10635,1.10672,1.10586,1.10624,127,sell
EURUSD,2025-01-01 04:43:00,1.10629,1.10668,1.10602,1.10616,121,sell
EURUSD,2025-01-01 04:44:00,1.10587,1.10614,1.10543,1.10586,145,sell
EURUSD,2025-01-01 04:45:00,1.10553,1.10567,1.10519,1.10555,150,sell
EURUSD,2025-01-01 04:46:00,1.1049,1.1052,1.10476,1.10512,154,sell
EURUSD,2025-01-01 04:47:00,1.10462,1.10494,1.10445,1.10457,171,sell
EURUSD,2025-01-01 04:48:00,1.10414,1.10415,1.10388,1.10414,158,sell
EURUSD,2025-01-01 04:49:00,1.10489,1.10493,1.1046,1.10475,160,sell
EURUSD,2025-01-01 04:50:00,1.10528,1.10562,1.105,1.10534,169,sell
EURUSD,2025-01-01 04:51:00,1.10531,1.10559,1.10517,1.10535,148,sell
EURUSD,2025-01-01 04:52:00,1.10493,1.10534,1.10463,1.10509,131,sell
EURUSD,2025-01-01 04:53:00,1.10447,1.10487,1.10439,1.10459,175,sell
EURUSD,2025-01-01 04:54:00,1.10439,1.10451,1.10426,1.10443,158,sell
EURUSD,2025-01-01 04:55:00,1.1048,1.10483,1.10447,1.10474,150,sell
EURUSD,2025-01-01 04:56:00,1.10564,1.10582,1.10563,1.10566,134,sell
EURUSD,2025-01-01 04:57:00,1.10502,1.10518,1.10498,1.10501,157,sell
EURUSD,2025-01-01 04:58:00,1.10527,1.10544,1.10502,1.10538,169,sell
EURUSD,2025-01-01 04:59:00,1.10498,1.10531,1.10491,1.10507,162,sell
EURUSD,2025-01-01 05:00:00,1.10477,1.10488,1.10453,1.10473,165,hold
EURUSD,2025-01-01 05:01:00,1.10479,1.10518,1.10444,1.10463,135,sell
EURUSD,2025-01-01 05:02:00,1.10442,1.10467,1.10439,1.10457,138,sell
EURUSD,2025-01-01 05:03:00,1.10432,1.10457,1.10401,1.10438,137,sell
EURUSD,2025-01-01 05:04:00,1.10391,1.10431,1.10388,1.10388,139,sell
EURUSD,2025-01-01 05:05:00,1.10366,1.10436,1.10341,1.10372,149,sell
EURUSD,2025-01-01 05:06:00,1.10399,1.10418,1.10381,1.104,140,sell
EURUSD,2025-01-01 05:07:00,1.10404,1.10425,1.10366,1.10418,157,sell
EURUSD,2025-01-01 05:08:00,1.10437,1.10443,1.10405,1.10416,167,sell
EURUSD,2025-01-01 05:09:00,1.10408,1.10413,1.10386,1.10403,158,sell
EURUSD,2025-01-01 05:10:00,1.10433,1.10491,1.10411,1.1045,163,sell
EURUSD,2025-01-01 05:11:00,1.10361,1.10387,1.10356,1.10367,145,sell
EURUSD,2025-01-01 05:12:00,1.10363,1.10392,1.10339,1.10383,155,sell
EURUSD,2025-01-01 05:13:00,1.10391,1.10419,1.10358,1.10378,135,sell
EURUSD,2025-01-01 05:14:00,1.10318,1.10356,1.10316,1.1033,131,sell
EURUSD,2025-01-01 05:15:00,1.10289,1.10319,1.10283,1.103,151,sell
EURUSD,2025-01-01 05:16:00,1.10291,1.10307,1.10251,1.10273,125,sell
